block_number,log_index,z,trade_size_usdc,adverse_slippage,z_cap_roll,scale_roll,size_eff_roll,cost_eff_roll
410798261,3,8.61683123827264e-07,56292535996.55281,0.0,1.5003919275718488e-06,1.0,56292535996.55281,0.0
410798275,24,6.547223884376964e-07,42772084771.92636,0.0,1.5003919275718488e-06,1.0,42772084771.92636,0.0
410798761,8,1.001403186363835e-06,65420249459.06831,0.0005561862189040019,1.5003919275718488e-06,1.0,65420249459.06831,36385841.18639578
410799162,8,6.185793727790558e-07,40410912835.59881,0.0005348002521618672,1.5003919275718488e-06,1.0,40410912835.59881,21611766.37456948
410799293,8,8.948505895122902e-07,58459319474.56259,0.0,1.5003919275718488e-06,1.0,58459319474.56259,0.0
410799500,691,7.644873651053211e-07,49942874972.364006,0.000542950044707979,1.4963014086404812e-06,1.0,49942874972.364006,27116486.199090045
410799732,47,1.4281831560392725e-06,93301179398.66676,0.0,1.4963014086404812e-06,1.0,93301179398.66676,0.0
410799736,26,1.3102054875711607e-06,85593865694.3753,0.0,1.4963014086404812e-06,1.0,85593865694.3753,0.0
410799740,54,7.553135853883973e-07,49343564958.43956,0.0,1.4963014086404812e-06,1.0,49343564958.43956,0.0
410799997,29,6.666712370052061e-07,43552686096.82679,0.0005374974525501311,1.4963014086404812e-06,1.0,43552686096.82679,23409457.828759912
410800571,8,6.189714389845793e-07,40436525964.57531,0.0005348264588562108,1.4963014086404812e-06,1.0,40436525964.57531,21626523.99008104
410800612,8,7.644496257521438e-07,49940409513.96234,0.0005429531392929484,1.4963014086404812e-06,1.0,49940409513.96234,27115302.12318128
410801066,50,7.64578228326696e-07,49948810937.70738,0.0005429565861158221,1.4963014086404812e-06,1.0,49948810937.70738,27120035.867282238
410801111,13,9.063909811750068e-07,59213236889.356964,0.0005508801625292534,1.4892269606547178e-06,1.0,59213236889.356964,32619397.56149215
410801142,19,9.295329516156808e-07,60725068986.3773,0.0005521685912466838,1.4892269606547178e-06,1.0,60725068986.3773,33530475.79556564
410801144,91,7.73956714367206e-07,50561494125.33171,0.0005434784496379494,1.4892269606547178e-06,1.0,50561494125.33171,27479082.438613564
410801148,3,5.990639911636145e-07,39136000641.43366,0.0005337060747809099,1.4892269606547178e-06,1.0,39136000641.43366,20887121.284962732
410801168,13,7.154433127500532e-07,46738896611.5447,0.0005402088560736755,1.4892269606547178e-06,1.0,46738896611.5447,25248765.872668352
410801168,56,1.7939860240307871e-06,117198561794.40524,0.0006003354494714814,1.4892269606547178e-06,0.83012182966101,97289084550.41063,58406086.30223972
410801169,24,2.025658004138564e-08,1325044596.600315,0.0005015562579271212,1.4963014086404812e-06,1.0,1325044596.600315,664584.4094574059
410801211,8,7.640816070790274e-07,49980905106.05733,0.0005429174084929353,1.4963014086404812e-06,1.0,49980905106.05733,27135503.474311963
410801575,30,6.165138827814483e-08,4032805080.816387,0.0,1.4963014086404812e-06,1.0,4032805080.816387,0.0
410801653,15,1.0003404829424155e-06,65435317757.25789,0.0005561064411255353,1.4963014086404812e-06,1.0,65435317757.25789,36389001.68190723
410801780,51,1.069070094994586e-08,699311310.134987,0.0,1.4963014086404812e-06,1.0,699311310.134987,0.0
410801802,9,1.0008327797065263e-06,65467520388.00188,0.0005561302550912002,1.4963014086404812e-06,1.0,65467520388.00188,36408468.81356783
410801905,26,4.852218653605366e-09,317398400.684978,0.0,1.4963014086404812e-06,1.0,317398400.684978,0.0
410802108,29,6.020456704684142e-07,39381640974.48591,0.0,1.4963014086404812e-06,1.0,39381640974.48591,0.0
410802115,66,7.960272118776844e-07,52070564413.65553,0.0,1.4963014086404812e-06,1.0,52070564413.65553,0.0
410802115,113,1.6717281129706825e-06,109352827503.50787,0.0,1.4963014086404812e-06,0.8950626582342592,97877632470.72217,0.0
410802116,42,3.626432962343265e-07,23721602520.60753,0.0,1.5003919275718488e-06,1.0,23721602520.60753,0.0
410802125,6,6.31546879663007e-07,41311404920.65087,0.0,1.5003919275718488e-06,1.0,41311404920.65087,0.0
410802129,17,8.950156687236148e-07,58545700868.15703,0.0,1.5003919275718488e-06,1.0,58545700868.15703,0.0
410802265,11,1.001846704672616e-06,65449223880.95475,0.0005561947812737543,1.5003919275718488e-06,1.0,65449223880.95475,36402516.761004604
410802359,8,7.640062474442823e-07,49975975602.82348,0.0005429161083055957,1.5003919275718488e-06,1.0,49975975602.82348,27132762.18306032
410802390,13,8.22129337117623e-07,53777983925.651276,0.0,1.5003919275718488e-06,1.0,53777983925.651276,0.0
410803528,60,1.3776083613342745e-06,90113558739.33249,0.0,1.5003919275718488e-06,1.0,90113558739.33249,0.0
410803533,3,6.722914329449376e-07,43919845524.111145,0.0,1.5003919275718488e-06,1.0,43919845524.111145,0.0
410803558,98,8.383398055803559e-07,54767550133.00643,0.0,1.5003919275718488e-06,1.0,54767550133.00643,0.0
410803561,17,8.94882402984994e-07,58461397803.60007,0.0,1.5003919275718488e-06,1.0,58461397803.60007,0.0
410803563,34,8.94836877451187e-07,58458423685.064224,0.0,1.5003919275718488e-06,1.0,58458423685.064224,0.0
410805791,7,1.0952550568913151e-06,71551459011.5384,0.0,1.5003919275718488e-06,1.0,71551459011.5384,0.0
410805803,8,8.07278792120757e-07,52738378190.4277,0.0,1.5003919275718488e-06,1.0,52738378190.4277,0.0
410805837,10,6.502823626704715e-07,42482024187.68631,0.0,1.5003919275718488e-06,1.0,42482024187.68631,0.0
410805855,9,7.660338077291074e-07,50043901875.01407,0.0,1.5003919275718488e-06,1.0,50043901875.01407,0.0
410806718,27,1.3976750516869935e-08,913081282.236486,0.0,1.5003919275718488e-06,1.0,913081282.236486,0.0
410806865,12,1.1407302629602305e-07,7452228970.764735,0.0,1.5003919275718488e-06,1.0,7452228970.764735,0.0
410807034,9,6.359563253753765e-07,41546124495.7669,0.0,1.5003919275718488e-06,1.0,41546124495.7669,0.0
410807054,39,6.724343127215512e-07,43929179657.21158,0.0,1.5003919275718488e-06,1.0,43929179657.21158,0.0
410807058,3,8.842700422998559e-07,57568216099.67813,0.0,1.5003919275718488e-06,1.0,57568216099.67813,0.0
410807102,12,8.945178059758116e-07,58235371431.89032,0.0,1.5003919275718488e-06,1.0,58235371431.89032,0.0
410807120,9,8.944681373585142e-07,58232137879.29081,0.0,1.5003919275718488e-06,1.0,58232137879.29081,0.0
410807320,79,6.242714837136353e-07,40641652391.41576,0.0,1.4963014086404812e-06,1.0,40641652391.41576,0.0
410807320,86,2.3802162101848283e-06,154958094922.55988,0.0,1.4963014086404812e-06,0.6286409622108617,97413005894.48009,0.0
410807320,191,5.254646566318296e-07,34209078062.90529,0.0,1.5003919275718488e-06,1.0,34209078062.90529,0.0
410807320,198,9.204241090592367e-08,5992193728.045341,0.0,1.5003919275718488e-06,1.0,5992193728.045341,0.0
410807320,212,2.864671037021133e-07,18649732935.06638,0.0,1.4963014086404812e-06,1.0,18649732935.06638,0.0
410807320,225,2.806149660576697e-07,18268743974.178173,0.0,1.4963014086404812e-06,1.0,18268743974.178173,0.0
410807320,228,1.9534888259804603e-07,12717706300.42614,0.0,1.4963014086404812e-06,1.0,12717706300.42614,0.0
410807320,243,2.453795828885135e-07,15974831418.505386,0.0,1.4963014086404812e-06,1.0,15974831418.505386,0.0
410807321,10,3.738955691012252e-07,24341547141.8091,0.0,1.4963014086404812e-06,1.0,24341547141.8091,0.0
410807321,63,7.940770699448001e-08,5169642549.858089,0.0,1.4963014086404812e-06,1.0,5169642549.858089,0.0
410807321,81,6.957213448657167e-07,45293219051.29839,0.0,1.4963014086404812e-06,1.0,45293219051.29839,0.0
410807321,93,2.59545884407283e-07,16897093474.386702,0.0,1.4892269606547178e-06,1.0,16897093474.386702,0.0
410807321,129,2.3144047240112643e-07,14935932026.806686,0.0,1.4892269606547178e-06,1.0,14935932026.806686,0.0
410807321,151,7.835901769633401e-08,5056872507.464216,0.0,1.4892269606547178e-06,1.0,5056872507.464216,0.0
410807322,27,2.7806627391733887e-08,1794491224.066724,0.0,1.4892269606547178e-06,1.0,1794491224.066724,0.0
410807442,20,1.0739457933277185e-08,693067258.427343,0.0,1.4892269606547178e-06,1.0,693067258.427343,0.0
410807589,25,6.023538770800065e-07,38872702215.01095,0.0005338774454916721,1.4892269606547178e-06,1.0,38872702215.01095,20753258.957908507
410807605,8,8.161575103992079e-07,53133918014.27146,0.0005458734064625327,1.4892269606547178e-06,1.0,53133918014.27146,29004392.825151294
410807611,81,7.086572688935065e-07,46135380420.85466,0.0005398627736582317,1.4836566429339533e-06,1.0,46135380420.85466,24906774.437780272
410807616,31,8.945064385761317e-07,58234631385.42266,0.0005502483210313434,1.4836566429339533e-06,1.0,58234631385.42266,32043508.14570799
410807644,29,5.993697237284886e-07,39020484839.070786,0.0005337549278812312,1.4836566429339533e-06,1.0,39020484839.070786,20827376.0711689
410807687,26,4.081787384066928e-09,265734681.667778,0.0,1.4836566429339533e-06,1.0,265734681.667778,0.0
410807852,16,1.2981067717829043e-09,84510033.794759,0.0,1.4836566429339533e-06,1.0,84510033.794759,0.0
410807880,43,2.509220872319055e-06,163356624684.23053,0.0,1.4772333442587252e-06,0.5887219258197254,96171626679.51028,0.0
410807881,167,9.691908311153905e-07,63096774218.83926,0.0,1.4836566429339533e-06,1.0,63096774218.83926,0.0
410807881,203,4.2409558440924536e-07,27368864036.13527,0.0,1.4836566429339533e-06,1.0,27368864036.13527,0.0
410807881,209,6.451769118947762e-08,4163627217.552518,0.0,1.4836566429339533e-06,1.0,4163627217.552518,0.0
410807882,28,2.1156333294880558e-07,13653167605.065138,0.0,1.4836566429339533e-06,1.0,13653167605.065138,0.0
410807882,54,3.967893082918007e-08,2560666281.106819,0.0,1.4836566429339533e-06,1.0,2560666281.106819,0.0
410807887,3,5.830539754528753e-07,37627189639.63355,0.0,1.4836566429339533e-06,1.0,37627189639.63355,0.0
410807896,14,7.76296146700278e-07,50098007316.93837,0.0,1.4836566429339533e-06,1.0,50098007316.93837,0.0
410808002,6,8.620899984242867e-07,55634684305.079056,0.0,1.4772333442587252e-06,1.0,55634684305.079056,0.0
410808010,88,2.494902433682576e-06,161007678460.02792,0.0,1.4772333442587252e-06,0.5921006466286017,95332750528.35252,0.0
410808010,106,1.4914278909446e-07,9624879076.21631,0.0,1.4836566429339533e-06,1.0,9624879076.21631,0.0
410808012,47,1.2162637986302868e-06,78491169822.37566,0.0,1.4836566429339533e-06,1.0,78491169822.37566,0.0
410808013,20,9.114482150964098e-07,58820000000.0,0.0,1.4836566429339533e-06,1.0,58820000000.0,0.0
410808023,17,3.381606774813184e-09,218230840.98472,0.0,1.4836566429339533e-06,1.0,218230840.98472,0.0
410808062,64,6.140023421427007e-07,39624431938.80573,0.0,1.4772333442587252e-06,1.0,39624431938.80573,0.0
410808064,3,9.114482150964098e-07,58820000000.0,0.0,1.4772333442587252e-06,1.0,58820000000.0,0.0
410808268,38,4.05008108213108e-10,26029435.251996,0.0,1.4757386479539971e-06,1.0,26029435.251996,0.0
410808393,29,2.1310518436688355e-09,136960408.590727,0.0,1.4757386479539971e-06,1.0,136960408.590727,0.0
410808518,20,4.343439971424743e-10,27914821.2627,0.0,1.4757386479539971e-06,1.0,27914821.2627,0.0
410808604,21,3.144280287456577e-10,20207951.025369,0.0,1.4757386479539971e-06,1.0,20207951.025369,0.0
410808688,21,1.148526570892034e-09,73814566.686405,0.0,1.4757386479539971e-06,1.0,73814566.686405,0.0
410808818,37,2.497962515773838e-10,16054136.262387,0.0,1.4757386479539971e-06,1.0,16054136.262387,0.0
410808943,63,1.1090668791597122e-10,7127853.476462,0.0,1.4541190986988625e-06,1.0,7127853.476462,0.0
410809404,16,2.8992537547967698e-09,186331918.693045,0.0,1.4541190986988625e-06,1.0,186331918.693045,0.0
410809432,44,8.106872563369501e-09,521019975.168931,0.0,1.4541190986988625e-06,1.0,521019975.168931,0.0
410809544,38,2.085921745285052e-08,1340599457.358481,0.000501585235070852,1.4541190986988625e-06,1.0,1340599457.358481,672424.8939550103
410809846,13,9.152168187463169e-07,58820000000.0,0.0,1.4541190986988625e-06,1.0,58820000000.0,0.0
410809941,68,8.935906584817695e-07,57430109953.504616,0.0,1.4541190986988625e-06,1.0,57430109953.504616,0.0
410809941,130,2.030380929696424e-06,130490397290.0512,0.0,1.4541190986988625e-06,0.7161804356172109,93454669575.05177,0.0
410809988,76,9.152168187463169e-07,58820000000.0,0.0,1.4757386479539971e-06,1.0,58820000000.0,0.0
410809998,39,6.791152850635563e-07,43646008518.67719,0.0,1.4757386479539971e-06,1.0,43646008518.67719,0.0
410809998,173,2.733087972353397e-06,175652622680.20767,0.0,1.4757386479539971e-06,0.5399528529201618,94844134739.08685,0.0
410809998,221,6.581677777467808e-08,4229973476.67803,0.0,1.4757386479539971e-06,1.0,4229973476.67803,0.0
410809999,32,3.3536472797622744e-07,21553530153.19692,0.0,1.4757386479539971e-06,1.0,21553530153.19692,0.0
410809999,38,2.3614056370138182e-07,15167921218.349686,0.0,1.4757386479539971e-06,1.0,15167921218.349686,0.0
410809999,62,3.806762362277785e-07,24451822551.34521,0.0,1.4757386479539971e-06,1.0,24451822551.34521,0.0
410809999,71,7.08981672457555e-09,455397327.105943,0.0,1.4757386479539971e-06,1.0,455397327.105943,0.0
410809999,98,3.5030663278369635e-07,22501104109.5324,0.0,1.4757386479539971e-06,1.0,22501104109.5324,0.0
410809999,116,3.014049709916038e-07,19360023467.212833,0.0,1.4541190986988625e-06,1.0,19360023467.212833,0.0
410809999,220,9.157344475201941e-07,58820000000.0,0.0,1.4541190986988625e-06,1.0,58820000000.0,0.0
410810242,64,1.95061404775471e-06,125293002354.15886,0.0,1.4541190986988625e-06,0.7454673569959434,93401843315.04132,0.0
410810243,63,1.410503816744456e-06,90600320568.45749,0.0,1.4757386479539971e-06,1.0,90600320568.45749,0.0
410810243,70,1.583075193361436e-07,10168502793.105446,0.0,1.4757386479539971e-06,1.0,10168502793.105446,0.0
410810243,118,3.967875188757153e-07,25486692046.446022,0.0,1.4757386479539971e-06,1.0,25486692046.446022,0.0
410810243,141,9.157344475201941e-07,58820000000.0,0.0,1.4757386479539971e-06,1.0,58820000000.0,0.0
410810260,5,4.798966863474522e-08,3082500955.096445,0.0005029502178665248,1.4757386479539971e-06,1.0,3082500955.096445,1550344.5269395278
410810329,46,8.928677801513001e-07,57351214613.27501,0.0,1.4757386479539971e-06,1.0,57351214613.27501,0.0
410810329,173,1.5999298005931954e-06,102767643093.18663,0.0,1.4757386479539971e-06,0.9223771239255918,94790523068.9052,0.0
410810330,84,7.964920539167055e-08,5107496959.425071,0.0,1.4757386479539971e-06,1.0,5107496959.425071,0.0
410810330,108,2.802400142644227e-07,17970361583.97709,0.0,1.4757386479539971e-06,1.0,17970361583.97709,0.0
410810331,93,2.1518534270866123e-06,137987375792.7364,0.0,1.4757386479539971e-06,0.6857988696525651,94631586344.98235,0.0
410810332,8,2.3056004896146147e-07,14784639008.573309,0.0,1.4772333442587252e-06,1.0,14784639008.573309,0.0
410810332,46,1.381443889313518e-06,88584944816.3233,0.0,1.4757386479539971e-06,1.0,88584944816.3233,0.0
410810332,92,9.172724523100702e-07,58820000000.0,0.0,1.4757386479539971e-06,1.0,58820000000.0,0.0
410810332,102,2.164409580557639e-07,13879253781.99027,0.0,1.4757386479539971e-06,1.0,13879253781.99027,0.0
410810332,109,2.7746973388103305e-07,17792717644.337772,0.0,1.4757386479539971e-06,1.0,17792717644.337772,0.0
410810333,76,5.1054954220653864e-08,3273893595.840512,0.0005031595644443555,1.4757386479539971e-06,1.0,3273893595.840512,1647290.8757202767
410810804,27,2.086785338409847e-06,133814891416.55286,0.0,1.4757386479539971e-06,0.7071827757226461,94631586344.98235,0.0
410810804,65,9.172724523100702e-07,58820000000.0,0.0,1.4772333442587252e-06,1.0,58820000000.0,0.0
410810805,69,5.408839007747445e-07,34687902638.20685,0.0,1.4772333442587252e-06,1.0,34687902638.20685,0.0
410810805,72,3.863725091612146e-07,24778796264.16438,0.0,1.4772333442587252e-06,1.0,24778796264.16438,0.0
410810805,81,1.4186850865750774e-08,909829449.294087,0.0,1.4772333442587252e-06,1.0,909829449.294087,0.0
410810805,122,3.89690122334683e-07,24991561041.57348,0.0,1.4772333442587252e-06,1.0,24991561041.57348,0.0
410810805,134,3.109657226799357e-07,19942817112.305717,0.0,1.4772333442587252e-06,1.0,19942817112.305717,0.0
410810805,143,2.766335525494759e-07,17741030419.934357,0.0,1.4772333442587252e-06,1.0,17741030419.934357,0.0
410810809,170,5.794940496637426e-07,37164044160.61093,0.0,1.4757386479539971e-06,1.0,37164044160.61093,0.0
410810815,36,8.773259054691686e-07,56264561668.96542,0.0,1.4757386479539971e-06,1.0,56264561668.96542,0.0
410810818,33,9.171725190593738e-07,58820000000.0,0.0,1.4541190986988625e-06,1.0,58820000000.0,0.0
410810886,37,7.984664785175145e-07,51207158184.991196,0.0,1.4541190986988625e-06,1.0,51207158184.991196,0.0
410810888,92,8.920662062528296e-07,57209884903.229065,0.0,1.4541190986988625e-06,1.0,57209884903.229065,0.0
410810891,6,5.0984346159169044e-08,3269722084.737024,0.0005031527403659417,1.4541190986988625e-06,1.0,3269722084.737024,1645169.6271704733
410811083,45,6.559800312926032e-07,42069234128.60467,0.0,1.4541190986988625e-06,1.0,42069234128.60467,0.0
410811083,114,1.8596310309824706e-06,119261638317.04155,0.0,1.4541190986988625e-06,0.7819395753633074,93255394822.75981,0.0
410811083,118,1.2324956098012366e-08,790422633.277957,0.0,1.4757386479539971e-06,1.0,790422633.277957,0.0
410811084,2,1.1194591580941997e-06,71793022916.37698,0.0,1.4757386479539971e-06,1.0,71793022916.37698,0.0
410811084,9,9.174188769422665e-07,58820000000.0,0.0,1.4757386479539971e-06,1.0,58820000000.0,0.0
410811097,15,1.0188844471020869e-06,65325430601.877846,0.0,1.4757386479539971e-06,1.0,65325430601.877846,0.0
410811097,123,2.496656649419747e-06,160072293921.3197,0.0,1.4757386479539971e-06,0.5910859421927226,94616482671.43367,0.0
410811098,14,9.174188769422665e-07,58820000000.0,0.0,1.4772333442587252e-06,1.0,58820000000.0,0.0
410811114,10,1.5181037064483845e-08,973327040.216476,0.0005011576063157633,1.4772333442587252e-06,1.0,973327040.216476,487790.24963729584
410811116,10,5.4526567712663545e-08,3495952387.145728,0.0005033163111539028,1.4772333442587252e-06,1.0,3495952387.145728,1759569.8594678687
410811149,105,9.174188769422665e-07,58820000000.0,0.0,1.4772333442587252e-06,1.0,58820000000.0,0.0
410811163,8,5.2649059656133955e-08,3375576595.170368,0.0005032420295602722,1.4772333442587252e-06,1.0,3375576595.170368,1698732.0166896894
410811168,41,8.915355695392973e-07,57160500528.48601,0.0,1.4772333442587252e-06,1.0,57160500528.48601,0.0
410811169,13,9.174188769422665e-07,58820000000.0,0.0,1.4772333442587252e-06,1.0,58820000000.0,0.0
410811171,31,5.1547142948221016e-08,3304927579.3408,0.0005031480546114059,1.4757386479539971e-06,1.0,3304927579.3408,1662867.8821769063
410811177,9,8.370627408016312e-07,53667993597.48773,0.0,1.4757386479539971e-06,1.0,53667993597.48773,0.0
410811179,58,8.697320759376041e-07,55758611266.637054,0.0,1.4757386479539971e-06,1.0,55758611266.637054,0.0
410811182,50,9.828012765898132e-09,630074891.450335,0.0005012879295790211,1.4757386479539971e-06,1.0,630074891.450335,315848.9378148649
410811199,5,2.4450447624702724e-08,1567520667.708334,0.0005017270726884388,1.4757386479539971e-06,1.0,1567520667.708334,786467.5559879295
410811202,7,2.5476169900677026e-08,1633279826.460672,0.000501810833998255,1.4757386479539971e-06,1.0,1633279826.460672,819597.511868755
410811236,11,8.916597722108772e-07,57164398090.30485,0.0005502466824888909,1.4757386479539971e-06,1.0,57164398090.30485,31454520.405664533
410811303,65,3.224613645112793e-06,206730306605.17676,0.0006810363718742945,1.4541190986988625e-06,0.4509436660428196,93223722342.69453,63488745.63688529
410811303,87,4.654970054185851e-08,2984518255.170396,0.0005028830394050115,1.4757386479539971e-06,1.0,2984518255.170396,1500863.6113198302
410811304,79,3.393692921045565e-07,21758547009.760525,0.0005192856026874868,1.4757386479539971e-06,1.0,21758547009.760525,11298900.197567508
410811696,8,1.8445759621257134e-06,118264361917.05075,0.0006036483550062179,1.4757386479539971e-06,0.8000422201389509,94616482671.43367,57115084.12108526
410811697,47,1.1736447609387013e-08,752478356.108196,0.0,1.4772333442587252e-06,1.0,752478356.108196,0.0
410812130,104,1.490751553239082e-06,95579029999.66383,0.0005838088553109044,1.4772333442587252e-06,0.9909319504306505,94712314617.83655,55293887.98088539
410812142,14,8.359593881476378e-07,53597252516.462456,0.0005471050484624107,1.4838831928673242e-06,1.0,53597252516.462456,29323327.435471255
410812144,7,6.119965480444485e-07,39237951017.4825,0.000534553397907242,1.4838831928673242e-06,1.0,39237951017.4825,20974780.043313194
410812146,43,3.102838708406176e-09,198937450.945798,0.0005013042724349643,1.4838831928673242e-06,1.0,198937450.945798,99728.19410644966
410812147,3,7.238904174597854e-07,46411988487.63617,0.0005408228991187589,1.4838831928673242e-06,1.0,46411988487.63617,25100666.167749856
410812156,23,8.716734344353193e-07,55887046475.840096,0.0005490988750387367,1.4772333442587252e-06,1.0,55887046475.840096,30687514.34912139
410812195,3,6.90587697722225e-07,44288688917.195625,0.0005389500405127372,1.4772333442587252e-06,1.0,44288688917.195625,23869390.6861786
410812199,39,6.953713523588388e-07,44595473693.10037,0.0005392161620335736,1.4772333442587252e-06,1.0,44595473693.10037,24046600.168862782
410812203,60,1.3799329241635637e-06,88497695812.5,0.0005775712580559335,1.4772333442587252e-06,1.0,88497695812.5,51113725.505476944
410812240,11,8.923451182901009e-07,57227772057.1629,0.0005502492991680537,1.4772333442587252e-06,1.0,57227772057.1629,31489541.467403013
410812285,3,7.667564539097706e-07,49173534620.53859,0.000543208945435727,1.4772333442587252e-06,1.0,49173534620.53859,26711503.88456998
410813460,9,1.4900398513592698e-06,95559060302.8944,0.0,1.4772333442587252e-06,0.99140525866549,94737754897.42218,0.0
410813624,69,6.056574095885901e-07,38841949678.711075,0.0,1.483812022679343e-06,1.0,38841949678.711075,0.0
410813625,36,1.9853237124163196e-06,127322546563.09464,0.0,1.483812022679343e-06,0.747390470077753,95159657927.2879,0.0
410813655,14,7.893991325357734e-07,50625652220.12322,0.0,1.490111021547251e-06,1.0,50625652220.12322,0.0
410813655,20,1.9811083278731904e-06,127018088219.29686,0.0,1.490111021547251e-06,0.7521602936003771,95537962527.58492,0.0
410813944,3,1.16190816209307e-07,7449534755.825091,0.0,1.4912659100550555e-06,1.0,7449534755.825091,0.0
410813956,3,7.238570623182183e-08,4640984993.405253,0.0,1.4912659100550555e-06,1.0,4640984993.405253,0.0
410813981,20,5.2490665872330234e-08,3365421231.467381,0.0,1.4912659100550555e-06,1.0,3365421231.467381,0.0
410813982,3,3.077918728658076e-08,1973397149.000032,0.0,1.4912659100550555e-06,1.0,1973397149.000032,0.0
410813996,3,7.236497748574238e-08,4639655976.88397,0.0,1.4912659100550555e-06,1.0,4639655976.88397,0.0
410814014,19,4.5309526817496665e-08,2905004937.644061,0.0,1.4912659100550555e-06,1.0,2905004937.644061,0.0
410814063,38,7.599924514975528e-07,48726658149.960014,0.0005428489475349638,1.4912659100550555e-06,1.0,48726658149.960014,26451215.09360176
410814064,3,6.066902099332256e-07,38897736950.008316,0.0005342549439607039,1.4912659100550555e-06,1.0,38897736950.008316,20781308.274424896
410814069,185,1.2231978787193918e-06,78424916943.14937,0.0005687996481854712,1.490111021547251e-06,1.0,78424916943.14937,44608065.16623816
410814073,44,6.04144166636769e-07,38744902559.901405,0.0005341041527822027,1.490111021547251e-06,1.0,38744902559.901405,20693813.356385134
410814076,26,1.005120280699458e-06,64460255494.10828,0.0005565727460775083,1.490111021547251e-06,1.0,64460255494.10828,35876821.41321364
410814086,12,7.591270701028881e-07,48684247876.55605,0.000542787217057268,1.490111021547251e-06,1.0,48684247876.55605,26425187.41944207
410814092,54,7.536250666636577e-07,48331394039.823746,0.0005424792183424079,1.490111021547251e-06,1.0,48331394039.823746,26218776.860122494
410814102,72,7.701412545227391e-07,49390608254.90674,0.0005434015123409008,1.490111021547251e-06,1.0,49390608254.90674,26838931.2211533
410814102,86,1.9856291233667928e-06,127342133142.20982,0.0006114943954093298,1.490111021547251e-06,0.7504478072021067,95563624581.01007,58436620.83628892
410814105,21,5.896377493028403e-07,37814578711.49743,0.0005332827475717769,1.4912659100550555e-06,1.0,37814578711.49743,20165862.43353657
410814113,94,6.74593437980495e-07,43262946934.680275,0.0005380378814385595,1.4912659100550555e-06,1.0,43262946934.680275,23277104.313524198
410814113,118,2.127413227075938e-06,136435014586.94057,0.0006194178891009679,1.4912659100550555e-06,0.7009761390384665,95637689754.81046,59239695.90641796
410814113,156,1.3668893607255617e-07,8765163719.39396,0.000507926654315719,1.4912659100550555e-06,1.0,8765163719.39396,4452060.282521298
410814118,47,7.929138731929132e-07,50845519129.840256,0.0005446624156181801,1.4912659100550555e-06,1.0,50845519129.840256,27693643.27261918
410814125,24,8.927002432062247e-07,57244309663.01425,0.0005502464553836967,1.4912659100550555e-06,1.0,57244309663.01425,31498478.482960287
410814127,6,6.81462081504421e-07,43698684652.68199,0.000538418129118025,1.4912659100550555e-06,1.0,43698684652.68199,23528164.03561559
410814145,40,6.573298338604768e-07,42151206798.264786,0.0005370666171498977,1.4912659100550555e-06,1.0,42151206798.264786,22638006.043929838
410814147,74,7.242950782589516e-07,46445346086.54116,0.000540815196513072,1.4912659100550555e-06,1.0,46445346086.54116,25118348.9709104
410814184,63,8.928352383990608e-07,57252966215.625885,0.0005502493947596899,1.490111021547251e-06,1.0,57252966215.625885,31503410.00834512
410814191,28,8.076658794749556e-07,51791489988.68865,0.000545474782926669,1.483812022679343e-06,1.0,51791489988.68865,28250951.759028696
410814198,3,7.386341196568998e-07,47364835615.41911,0.0005416104079364471,1.4772333442587252e-06,1.0,47364835615.41911,25653287.939509902
410814296,3,5.779229910042164e-08,3705925131.105653,0.0005035506617009307,1.4772333442587252e-06,1.0,3705925131.105653,1866121.0519823597
410814299,32,5.9348628161221516e-08,3805724569.239552,0.000503578791400001,1.4772333442587252e-06,1.0,3805724569.239552,1916482.1789789428
410814313,351,7.552104939632384e-07,48427793882.88188,0.0005425380476196999,1.4772333442587252e-06,1.0,48427793882.88188,26273920.743747983
410814330,100,1.0600137011270728e-06,67973267640.67906,0.0005595971682880346,1.4772333442587252e-06,1.0,67973267640.67906,38037648.09100869
410814330,167,2.1266082078086657e-06,136368528748.77562,0.0006191335184345785,1.4772333442587252e-06,0.6946429242746693,94727433589.08382,58648929.25028733
410814360,23,6.922489135745406e-07,44464944184.11245,0.0005390003965181655,1.483812022679343e-06,1.0,44464944184.11245,23966622.546394706
410814360,61,6.34210900718087e-07,40737012003.0515,0.0005357510423497545,1.483812022679343e-06,1.0,40737012003.0515,21824896.6428493
410814363,28,8.93227140126501e-07,57374297237.06246,0.0005502447528541211,1.483812022679343e-06,1.0,57374297237.06246,31569906.00338632
410814363,72,1.1312124486596916e-06,72660711203.28336,0.0005635653873788727,1.483812022679343e-06,1.0,72660711203.28336,40949061.85650278
410814541,25,8.933369219046124e-07,57381348805.56684,0.0005502453498154782,1.483812022679343e-06,1.0,57381348805.56684,31573820.3464031
410814542,29,1.5950254564586156e-06,102452624342.08781,0.0005895108804876629,1.483812022679343e-06,0.9302748220544415,95309096878.84628,56185749.61953264
410814561,48,6.406218348628442e-07,41148802940.27765,0.000536097436128588,1.490111021547251e-06,1.0,41148802940.27765,22059767.756043352
410814564,9,8.934866337769123e-07,57390965187.64412,0.0005502441339623094,1.490111021547251e-06,1.0,57390965187.64412,31579041.93693629
410815274,116,2.460971022414017e-07,15816395915.525238,0.0005140228711679601,1.490111021547251e-06,1.0,15816395915.525238,8129989.24002748
